study_accession,sample_accession,experiment_accession,run_accession,tax_id,scientific_name,fastq_ftp,submitted_ftp,sra_ftp,bam_match,samplename
PRJEB34634,SAMEA5989477,ERX3572187,ERR3573949,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3573949/ERR3573949_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3573949/ERR3573949_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573949/WTCHG_550636_278163.bam,,WTCHG_550636_278163,WIT-DW-100-AUT
PRJEB34634,SAMEA5989477,ERX3572188,ERR3573950,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3573950/ERR3573950_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3573950/ERR3573950_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573950/WTCHG_551514_278163.bam,,WTCHG_551514_278163,WIT-DW-100-AUT
PRJEB34634,SAMEA5989477,ERX3572189,ERR3573951,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3573951/ERR3573951_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3573951/ERR3573951_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573951/WTCHG_551515_278163.bam,,WTCHG_551515_278163,WIT-DW-100-AUT
PRJEB34634,SAMEA5989477,ERX3572190,ERR3573952,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3573952/ERR3573952_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3573952/ERR3573952_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573952/WTCHG_554367_278163.bam,,WTCHG_554367_278163,WIT-DW-100-AUT
PRJEB34634,SAMEA5989477,ERX3572191,ERR3573953,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3573953/ERR3573953_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3573953/ERR3573953_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573953/WTCHG_554366_278163.bam,,WTCHG_554366_278163,WIT-DW-100-AUT
PRJEB34634,SAMEA5989477,ERX3572192,ERR3573954,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3573954/ERR3573954_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3573954/ERR3573954_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573954/WTCHG_555216_278163.bam,,WTCHG_555216_278163,WIT-DW-100-AUT
PRJEB34634,SAMEA5989477,ERX3572193,ERR3573955,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3573955/ERR3573955_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3573955/ERR3573955_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573955/WTCHG_555215_278163.bam,,WTCHG_555215_278163,WIT-DW-100-AUT
PRJEB34634,SAMEA5989477,ERX3572194,ERR3573956,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3573956/ERR3573956_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3573956/ERR3573956_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573956/WTCHG_555220_278163.bam,,WTCHG_555220_278163,WIT-DW-100-AUT
PRJEB34634,SAMEA5989477,ERX3572195,ERR3573957,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3573957/ERR3573957_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3573957/ERR3573957_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573957/WTCHG_555221_278163.bam,,WTCHG_555221_278163,WIT-DW-100-AUT
PRJEB34634,SAMEA5989477,ERX3572196,ERR3573958,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3573958/ERR3573958_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3573958/ERR3573958_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573958/WTCHG_555217_278163.bam,,WTCHG_555217_278163,WIT-DW-100-AUT
PRJEB34634,SAMEA5989477,ERX3572197,ERR3573959,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3573959/ERR3573959_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3573959/ERR3573959_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573959/WTCHG_555219_278163.bam,,WTCHG_555219_278163,WIT-DW-100-AUT
PRJEB34634,SAMEA5989477,ERX3572198,ERR3573960,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3573960/ERR3573960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3573960/ERR3573960_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573960/WTCHG_555218_278163.bam,,WTCHG_555218_278163,WIT-DW-100-AUT
PRJEB34634,SAMEA5989477,ERX3572199,ERR3573961,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3573961/ERR3573961_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3573961/ERR3573961_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573961/WTCHG_555214_278163.bam,,WTCHG_555214_278163,WIT-DW-100-AUT
PRJEB34634,SAMEA5989477,ERX3572200,ERR3573962,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3573962/ERR3573962_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3573962/ERR3573962_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573962/WTCHG_559241_278163.bam,,WTCHG_559241_278163,WIT-DW-100-AUT
PRJEB34634,SAMEA5989477,ERX3572201,ERR3573963,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3573963/ERR3573963_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3573963/ERR3573963_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573963/WTCHG_559242_278163.bam,,WTCHG_559242_278163,WIT-DW-100-AUT
PRJEB34634,SAMEA5989477,ERX3572202,ERR3573964,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3573964/ERR3573964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3573964/ERR3573964_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573964/WTCHG_559244_278163.bam,,WTCHG_559244_278163,WIT-DW-100-AUT
PRJEB34634,SAMEA5989477,ERX3572203,ERR3573965,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3573965/ERR3573965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3573965/ERR3573965_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573965/WTCHG_559240_278163.bam,,WTCHG_559240_278163,WIT-DW-100-AUT
PRJEB34634,SAMEA5989477,ERX3572204,ERR3573966,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3573966/ERR3573966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3573966/ERR3573966_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573966/WTCHG_559243_278163.bam,,WTCHG_559243_278163,WIT-DW-100-AUT
PRJEB34634,SAMEA5989477,ERX3572205,ERR3573967,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3573967/ERR3573967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3573967/ERR3573967_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573967/WTCHG_550636_273103.bam,,WTCHG_550636_273103,WIT-DW-100-SUM
PRJEB34634,SAMEA5989477,ERX3572206,ERR3573968,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3573968/ERR3573968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3573968/ERR3573968_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573968/WTCHG_551515_273103.bam,,WTCHG_551515_273103,WIT-DW-100-SUM
PRJEB34634,SAMEA5989477,ERX3572207,ERR3573969,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3573969/ERR3573969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3573969/ERR3573969_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573969/WTCHG_551514_273103.bam,,WTCHG_551514_273103,WIT-DW-100-SUM
PRJEB34634,SAMEA5989477,ERX3572208,ERR3573970,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3573970/ERR3573970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3573970/ERR3573970_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573970/WTCHG_554367_273103.bam,,WTCHG_554367_273103,WIT-DW-100-SUM
PRJEB34634,SAMEA5989477,ERX3572209,ERR3573971,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3573971/ERR3573971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3573971/ERR3573971_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573971/WTCHG_554366_273103.bam,,WTCHG_554366_273103,WIT-DW-100-SUM
PRJEB34634,SAMEA5989477,ERX3572210,ERR3573972,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3573972/ERR3573972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3573972/ERR3573972_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573972/WTCHG_555219_273103.bam,,WTCHG_555219_273103,WIT-DW-100-SUM
PRJEB34634,SAMEA5989477,ERX3572211,ERR3573973,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3573973/ERR3573973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3573973/ERR3573973_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573973/WTCHG_555215_273103.bam,,WTCHG_555215_273103,WIT-DW-100-SUM
PRJEB34634,SAMEA5989477,ERX3572212,ERR3573974,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3573974/ERR3573974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3573974/ERR3573974_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573974/WTCHG_555218_273103.bam,,WTCHG_555218_273103,WIT-DW-100-SUM
PRJEB34634,SAMEA5989477,ERX3572213,ERR3573975,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3573975/ERR3573975_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3573975/ERR3573975_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573975/WTCHG_555221_273103.bam,,WTCHG_555221_273103,WIT-DW-100-SUM
PRJEB34634,SAMEA5989477,ERX3572214,ERR3573976,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3573976/ERR3573976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3573976/ERR3573976_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573976/WTCHG_555216_273103.bam,,WTCHG_555216_273103,WIT-DW-100-SUM
PRJEB34634,SAMEA5989477,ERX3572215,ERR3573977,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3573977/ERR3573977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3573977/ERR3573977_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573977/WTCHG_555214_273103.bam,,WTCHG_555214_273103,WIT-DW-100-SUM
PRJEB34634,SAMEA5989477,ERX3572216,ERR3573978,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3573978/ERR3573978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3573978/ERR3573978_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573978/WTCHG_555220_273103.bam,,WTCHG_555220_273103,WIT-DW-100-SUM
PRJEB34634,SAMEA5989477,ERX3572217,ERR3573979,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3573979/ERR3573979_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3573979/ERR3573979_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573979/WTCHG_555217_273103.bam,,WTCHG_555217_273103,WIT-DW-100-SUM
PRJEB34634,SAMEA5989477,ERX3572218,ERR3573980,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3573980/ERR3573980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3573980/ERR3573980_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573980/WTCHG_559241_273103.bam,,WTCHG_559241_273103,WIT-DW-100-SUM
PRJEB34634,SAMEA5989477,ERX3572219,ERR3573981,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3573981/ERR3573981_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3573981/ERR3573981_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573981/WTCHG_559242_273103.bam,,WTCHG_559242_273103,WIT-DW-100-SUM
PRJEB34634,SAMEA5989477,ERX3572220,ERR3573982,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3573982/ERR3573982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3573982/ERR3573982_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573982/WTCHG_559243_273103.bam,,WTCHG_559243_273103,WIT-DW-100-SUM
PRJEB34634,SAMEA5989477,ERX3572221,ERR3573983,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3573983/ERR3573983_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3573983/ERR3573983_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573983/WTCHG_559244_273103.bam,,WTCHG_559244_273103,WIT-DW-100-SUM
PRJEB34634,SAMEA5989477,ERX3572222,ERR3573984,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3573984/ERR3573984_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3573984/ERR3573984_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573984/WTCHG_559240_273103.bam,,WTCHG_559240_273103,WIT-DW-100-SUM
PRJEB34634,SAMEA5989477,ERX3572223,ERR3573985,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3573985/ERR3573985_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3573985/ERR3573985_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573985/WTCHG_550636_283128.bam,,WTCHG_550636_283128,WIT-DW-100-WIN
PRJEB34634,SAMEA5989477,ERX3572224,ERR3573986,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3573986/ERR3573986_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3573986/ERR3573986_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573986/WTCHG_551514_283128.bam,,WTCHG_551514_283128,WIT-DW-100-WIN
PRJEB34634,SAMEA5989477,ERX3572225,ERR3573987,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3573987/ERR3573987_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3573987/ERR3573987_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573987/WTCHG_551515_283128.bam,,WTCHG_551515_283128,WIT-DW-100-WIN
PRJEB34634,SAMEA5989477,ERX3572226,ERR3573988,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3573988/ERR3573988_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3573988/ERR3573988_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573988/WTCHG_554366_283128.bam,,WTCHG_554366_283128,WIT-DW-100-WIN
PRJEB34634,SAMEA5989477,ERX3572227,ERR3573989,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3573989/ERR3573989_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3573989/ERR3573989_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573989/WTCHG_554367_283128.bam,,WTCHG_554367_283128,WIT-DW-100-WIN
PRJEB34634,SAMEA5989477,ERX3572228,ERR3573990,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3573990/ERR3573990_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3573990/ERR3573990_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573990/WTCHG_555221_283128.bam,,WTCHG_555221_283128,WIT-DW-100-WIN
PRJEB34634,SAMEA5989477,ERX3572229,ERR3573991,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3573991/ERR3573991_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3573991/ERR3573991_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573991/WTCHG_555218_283128.bam,,WTCHG_555218_283128,WIT-DW-100-WIN
PRJEB34634,SAMEA5989477,ERX3572230,ERR3573992,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3573992/ERR3573992_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3573992/ERR3573992_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573992/WTCHG_555219_283128.bam,,WTCHG_555219_283128,WIT-DW-100-WIN
PRJEB34634,SAMEA5989477,ERX3572231,ERR3573993,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3573993/ERR3573993_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3573993/ERR3573993_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573993/WTCHG_555214_283128.bam,,WTCHG_555214_283128,WIT-DW-100-WIN
PRJEB34634,SAMEA5989477,ERX3572232,ERR3573994,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3573994/ERR3573994_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3573994/ERR3573994_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573994/WTCHG_555220_283128.bam,,WTCHG_555220_283128,WIT-DW-100-WIN
PRJEB34634,SAMEA5989477,ERX3572233,ERR3573995,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3573995/ERR3573995_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3573995/ERR3573995_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573995/WTCHG_555216_283128.bam,,WTCHG_555216_283128,WIT-DW-100-WIN
PRJEB34634,SAMEA5989477,ERX3572234,ERR3573996,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3573996/ERR3573996_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3573996/ERR3573996_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573996/WTCHG_555217_283128.bam,,WTCHG_555217_283128,WIT-DW-100-WIN
PRJEB34634,SAMEA5989477,ERX3572235,ERR3573997,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3573997/ERR3573997_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3573997/ERR3573997_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573997/WTCHG_555215_283128.bam,,WTCHG_555215_283128,WIT-DW-100-WIN
PRJEB34634,SAMEA5989477,ERX3572236,ERR3573998,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3573998/ERR3573998_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3573998/ERR3573998_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573998/WTCHG_559241_283128.bam,,WTCHG_559241_283128,WIT-DW-100-WIN
PRJEB34634,SAMEA5989477,ERX3572237,ERR3573999,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3573999/ERR3573999_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3573999/ERR3573999_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573999/WTCHG_559240_283128.bam,,WTCHG_559240_283128,WIT-DW-100-WIN
PRJEB34634,SAMEA5989477,ERX3572238,ERR3574000,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3574000/ERR3574000_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3574000/ERR3574000_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574000/WTCHG_559243_283128.bam,,WTCHG_559243_283128,WIT-DW-100-WIN
PRJEB34634,SAMEA5989477,ERX3572239,ERR3574001,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3574001/ERR3574001_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3574001/ERR3574001_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574001/WTCHG_559244_283128.bam,,WTCHG_559244_283128,WIT-DW-100-WIN
PRJEB34634,SAMEA5989477,ERX3572240,ERR3574002,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3574002/ERR3574002_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3574002/ERR3574002_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574002/WTCHG_559242_283128.bam,,WTCHG_559242_283128,WIT-DW-100-WIN
PRJEB34634,SAMEA5989477,ERX3572241,ERR3574003,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3574003/ERR3574003_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3574003/ERR3574003_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574003/WTCHG_550636_281104.bam,,WTCHG_550636_281104,WIT-DW-1000-AUT
PRJEB34634,SAMEA5989477,ERX3572242,ERR3574004,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3574004/ERR3574004_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3574004/ERR3574004_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574004/WTCHG_551514_281104.bam,,WTCHG_551514_281104,WIT-DW-1000-AUT
PRJEB34634,SAMEA5989477,ERX3572243,ERR3574005,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3574005/ERR3574005_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3574005/ERR3574005_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574005/WTCHG_551515_281104.bam,,WTCHG_551515_281104,WIT-DW-1000-AUT
PRJEB34634,SAMEA5989477,ERX3572244,ERR3574006,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3574006/ERR3574006_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3574006/ERR3574006_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574006/WTCHG_554367_281104.bam,,WTCHG_554367_281104,WIT-DW-1000-AUT
PRJEB34634,SAMEA5989477,ERX3572245,ERR3574007,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3574007/ERR3574007_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3574007/ERR3574007_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574007/WTCHG_554366_281104.bam,,WTCHG_554366_281104,WIT-DW-1000-AUT
PRJEB34634,SAMEA5989477,ERX3572246,ERR3574008,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3574008/ERR3574008_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3574008/ERR3574008_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574008/WTCHG_555215_281104.bam,,WTCHG_555215_281104,WIT-DW-1000-AUT
PRJEB34634,SAMEA5989477,ERX3572247,ERR3574009,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3574009/ERR3574009_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3574009/ERR3574009_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574009/WTCHG_555221_281104.bam,,WTCHG_555221_281104,WIT-DW-1000-AUT
