study_accession,sample_accession,experiment_accession,run_accession,tax_id,scientific_name,fastq_ftp,submitted_ftp,sra_ftp,bam_match,samplename
PRJEB34634,SAMEA5989477,ERX3571085,ERR3572847,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3572847/ERR3572847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3572847/ERR3572847_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572847/WTCHG_670348_242184.bam,,WTCHG_670348_242184,DID-DW-100-AUT
PRJEB34634,SAMEA5989477,ERX3571086,ERR3572848,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3572848/ERR3572848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3572848/ERR3572848_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572848/WTCHG_670345_242184.bam,,WTCHG_670345_242184,DID-DW-100-AUT
PRJEB34634,SAMEA5989477,ERX3571087,ERR3572849,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3572849/ERR3572849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3572849/ERR3572849_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572849/WTCHG_670346_242184.bam,,WTCHG_670346_242184,DID-DW-100-AUT
PRJEB34634,SAMEA5989477,ERX3571088,ERR3572850,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3572850/ERR3572850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3572850/ERR3572850_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572850/WTCHG_670349_242184.bam,,WTCHG_670349_242184,DID-DW-100-AUT
PRJEB34634,SAMEA5989477,ERX3571089,ERR3572851,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3572851/ERR3572851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3572851/ERR3572851_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572851/WTCHG_670344_242184.bam,,WTCHG_670344_242184,DID-DW-100-AUT
PRJEB34634,SAMEA5989477,ERX3571090,ERR3572852,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3572852/ERR3572852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3572852/ERR3572852_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572852/WTCHG_670347_242184.bam,,WTCHG_670347_242184,DID-DW-100-AUT
PRJEB34634,SAMEA5989477,ERX3571091,ERR3572853,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3572853/ERR3572853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3572853/ERR3572853_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572853/WTCHG_664453_242184.bam,,WTCHG_664453_242184,DID-DW-100-AUT
PRJEB34634,SAMEA5989477,ERX3571092,ERR3572854,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3572854/ERR3572854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3572854/ERR3572854_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572854/WTCHG_670349_252159.bam,,WTCHG_670349_252159,DID-DW-100-SUM
PRJEB34634,SAMEA5989477,ERX3571093,ERR3572855,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3572855/ERR3572855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3572855/ERR3572855_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572855/WTCHG_670344_252159.bam,,WTCHG_670344_252159,DID-DW-100-SUM
PRJEB34634,SAMEA5989477,ERX3571094,ERR3572856,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3572856/ERR3572856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3572856/ERR3572856_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572856/WTCHG_670347_252159.bam,,WTCHG_670347_252159,DID-DW-100-SUM
PRJEB34634,SAMEA5989477,ERX3571095,ERR3572857,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3572857/ERR3572857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3572857/ERR3572857_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572857/WTCHG_670345_252159.bam,,WTCHG_670345_252159,DID-DW-100-SUM
PRJEB34634,SAMEA5989477,ERX3571096,ERR3572858,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3572858/ERR3572858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3572858/ERR3572858_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572858/WTCHG_670346_252159.bam,,WTCHG_670346_252159,DID-DW-100-SUM
PRJEB34634,SAMEA5989477,ERX3571097,ERR3572859,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3572859/ERR3572859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3572859/ERR3572859_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572859/WTCHG_670348_252159.bam,,WTCHG_670348_252159,DID-DW-100-SUM
PRJEB34634,SAMEA5989477,ERX3571098,ERR3572860,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3572860/ERR3572860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3572860/ERR3572860_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572860/WTCHG_664453_252159.bam,,WTCHG_664453_252159,DID-DW-100-SUM
PRJEB34634,SAMEA5989477,ERX3571099,ERR3572861,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3572861/ERR3572861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3572861/ERR3572861_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572861/WTCHG_670345_247124.bam,,WTCHG_670345_247124,DID-DW-100-WIN
PRJEB34634,SAMEA5989477,ERX3571100,ERR3572862,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3572862/ERR3572862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3572862/ERR3572862_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572862/WTCHG_670348_247124.bam,,WTCHG_670348_247124,DID-DW-100-WIN
PRJEB34634,SAMEA5989477,ERX3571101,ERR3572863,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3572863/ERR3572863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3572863/ERR3572863_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572863/WTCHG_670347_247124.bam,,WTCHG_670347_247124,DID-DW-100-WIN
PRJEB34634,SAMEA5989477,ERX3571102,ERR3572864,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3572864/ERR3572864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3572864/ERR3572864_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572864/WTCHG_670346_247124.bam,,WTCHG_670346_247124,DID-DW-100-WIN
PRJEB34634,SAMEA5989477,ERX3571103,ERR3572865,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3572865/ERR3572865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3572865/ERR3572865_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572865/WTCHG_670349_247124.bam,,WTCHG_670349_247124,DID-DW-100-WIN
PRJEB34634,SAMEA5989477,ERX3571104,ERR3572866,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3572866/ERR3572866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3572866/ERR3572866_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572866/WTCHG_670344_247124.bam,,WTCHG_670344_247124,DID-DW-100-WIN
PRJEB34634,SAMEA5989477,ERX3571105,ERR3572867,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3572867/ERR3572867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3572867/ERR3572867_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572867/WTCHG_664453_247124.bam,,WTCHG_664453_247124,DID-DW-100-WIN
PRJEB34634,SAMEA5989477,ERX3571106,ERR3572868,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3572868/ERR3572868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3572868/ERR3572868_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572868/WTCHG_670348_245148.bam,,WTCHG_670348_245148,DID-DW-1000-AUT
PRJEB34634,SAMEA5989477,ERX3571107,ERR3572869,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3572869/ERR3572869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3572869/ERR3572869_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572869/WTCHG_670349_245148.bam,,WTCHG_670349_245148,DID-DW-1000-AUT
PRJEB34634,SAMEA5989477,ERX3571108,ERR3572870,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3572870/ERR3572870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3572870/ERR3572870_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572870/WTCHG_670345_245148.bam,,WTCHG_670345_245148,DID-DW-1000-AUT
PRJEB34634,SAMEA5989477,ERX3571109,ERR3572871,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3572871/ERR3572871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3572871/ERR3572871_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572871/WTCHG_670347_245148.bam,,WTCHG_670347_245148,DID-DW-1000-AUT
PRJEB34634,SAMEA5989477,ERX3571110,ERR3572872,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3572872/ERR3572872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3572872/ERR3572872_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572872/WTCHG_670346_245148.bam,,WTCHG_670346_245148,DID-DW-1000-AUT
PRJEB34634,SAMEA5989477,ERX3571111,ERR3572873,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3572873/ERR3572873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3572873/ERR3572873_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572873/WTCHG_670344_245148.bam,,WTCHG_670344_245148,DID-DW-1000-AUT
PRJEB34634,SAMEA5989477,ERX3571112,ERR3572874,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3572874/ERR3572874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3572874/ERR3572874_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572874/WTCHG_664453_245148.bam,,WTCHG_664453_245148,DID-DW-1000-AUT
PRJEB34634,SAMEA5989477,ERX3571113,ERR3572875,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3572875/ERR3572875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3572875/ERR3572875_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572875/WTCHG_670348_255123.bam,,WTCHG_670348_255123,DID-DW-1000-SUM
PRJEB34634,SAMEA5989477,ERX3571114,ERR3572876,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3572876/ERR3572876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3572876/ERR3572876_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572876/WTCHG_670346_255123.bam,,WTCHG_670346_255123,DID-DW-1000-SUM
PRJEB34634,SAMEA5989477,ERX3571115,ERR3572877,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3572877/ERR3572877_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3572877/ERR3572877_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572877/WTCHG_670349_255123.bam,,WTCHG_670349_255123,DID-DW-1000-SUM
PRJEB34634,SAMEA5989477,ERX3571116,ERR3572878,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3572878/ERR3572878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3572878/ERR3572878_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572878/WTCHG_670347_255123.bam,,WTCHG_670347_255123,DID-DW-1000-SUM
PRJEB34634,SAMEA5989477,ERX3571117,ERR3572879,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3572879/ERR3572879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3572879/ERR3572879_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572879/WTCHG_670345_255123.bam,,WTCHG_670345_255123,DID-DW-1000-SUM
PRJEB34634,SAMEA5989477,ERX3571118,ERR3572880,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3572880/ERR3572880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3572880/ERR3572880_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572880/WTCHG_670344_255123.bam,,WTCHG_670344_255123,DID-DW-1000-SUM
PRJEB34634,SAMEA5989477,ERX3571119,ERR3572881,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3572881/ERR3572881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3572881/ERR3572881_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572881/WTCHG_664453_255123.bam,,WTCHG_664453_255123,DID-DW-1000-SUM
PRJEB34634,SAMEA5989477,ERX3571120,ERR3572882,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3572882/ERR3572882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3572882/ERR3572882_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572882/WTCHG_670348_250183.bam,,WTCHG_670348_250183,DID-DW-1000-WIN
PRJEB34634,SAMEA5989477,ERX3571121,ERR3572883,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3572883/ERR3572883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3572883/ERR3572883_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572883/WTCHG_670347_250183.bam,,WTCHG_670347_250183,DID-DW-1000-WIN
PRJEB34634,SAMEA5989477,ERX3571122,ERR3572884,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3572884/ERR3572884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3572884/ERR3572884_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572884/WTCHG_670349_250183.bam,,WTCHG_670349_250183,DID-DW-1000-WIN
PRJEB34634,SAMEA5989477,ERX3571123,ERR3572885,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3572885/ERR3572885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3572885/ERR3572885_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572885/WTCHG_670346_250183.bam,,WTCHG_670346_250183,DID-DW-1000-WIN
PRJEB34634,SAMEA5989477,ERX3571124,ERR3572886,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3572886/ERR3572886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3572886/ERR3572886_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572886/WTCHG_670344_250183.bam,,WTCHG_670344_250183,DID-DW-1000-WIN
PRJEB34634,SAMEA5989477,ERX3571125,ERR3572887,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3572887/ERR3572887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3572887/ERR3572887_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572887/WTCHG_670345_250183.bam,,WTCHG_670345_250183,DID-DW-1000-WIN
PRJEB34634,SAMEA5989477,ERX3571126,ERR3572888,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3572888/ERR3572888_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3572888/ERR3572888_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572888/WTCHG_664453_250183.bam,,WTCHG_664453_250183,DID-DW-1000-WIN
PRJEB34634,SAMEA5989477,ERX3571127,ERR3572889,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3572889/ERR3572889_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3572889/ERR3572889_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572889/WTCHG_670347_243172.bam,,WTCHG_670347_243172,DID-DW-250-AUT
PRJEB34634,SAMEA5989477,ERX3571128,ERR3572890,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3572890/ERR3572890_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3572890/ERR3572890_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572890/WTCHG_670344_243172.bam,,WTCHG_670344_243172,DID-DW-250-AUT
PRJEB34634,SAMEA5989477,ERX3571129,ERR3572891,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3572891/ERR3572891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3572891/ERR3572891_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572891/WTCHG_670345_243172.bam,,WTCHG_670345_243172,DID-DW-250-AUT
PRJEB34634,SAMEA5989477,ERX3571130,ERR3572892,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3572892/ERR3572892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3572892/ERR3572892_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572892/WTCHG_670348_243172.bam,,WTCHG_670348_243172,DID-DW-250-AUT
PRJEB34634,SAMEA5989477,ERX3571131,ERR3572893,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3572893/ERR3572893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3572893/ERR3572893_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572893/WTCHG_670349_243172.bam,,WTCHG_670349_243172,DID-DW-250-AUT
PRJEB34634,SAMEA5989477,ERX3571132,ERR3572894,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3572894/ERR3572894_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3572894/ERR3572894_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572894/WTCHG_670346_243172.bam,,WTCHG_670346_243172,DID-DW-250-AUT
PRJEB34634,SAMEA5989477,ERX3571133,ERR3572895,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3572895/ERR3572895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3572895/ERR3572895_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572895/WTCHG_664453_243172.bam,,WTCHG_664453_243172,DID-DW-250-AUT
PRJEB34634,SAMEA5989477,ERX3571134,ERR3572896,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3572896/ERR3572896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3572896/ERR3572896_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572896/WTCHG_670346_253147.bam,,WTCHG_670346_253147,DID-DW-250-SUM
PRJEB34634,SAMEA5989477,ERX3571135,ERR3572897,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3572897/ERR3572897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3572897/ERR3572897_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572897/WTCHG_670349_253147.bam,,WTCHG_670349_253147,DID-DW-250-SUM
PRJEB34634,SAMEA5989477,ERX3571136,ERR3572898,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3572898/ERR3572898_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3572898/ERR3572898_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572898/WTCHG_670347_253147.bam,,WTCHG_670347_253147,DID-DW-250-SUM
PRJEB34634,SAMEA5989477,ERX3571137,ERR3572899,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3572899/ERR3572899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3572899/ERR3572899_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572899/WTCHG_670348_253147.bam,,WTCHG_670348_253147,DID-DW-250-SUM
PRJEB34634,SAMEA5989477,ERX3571138,ERR3572900,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3572900/ERR3572900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3572900/ERR3572900_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572900/WTCHG_670345_253147.bam,,WTCHG_670345_253147,DID-DW-250-SUM
PRJEB34634,SAMEA5989477,ERX3571139,ERR3572901,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3572901/ERR3572901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3572901/ERR3572901_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572901/WTCHG_670344_253147.bam,,WTCHG_670344_253147,DID-DW-250-SUM
PRJEB34634,SAMEA5989477,ERX3571140,ERR3572902,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3572902/ERR3572902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3572902/ERR3572902_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572902/WTCHG_664453_253147.bam,,WTCHG_664453_253147,DID-DW-250-SUM
PRJEB34634,SAMEA5989477,ERX3571141,ERR3572903,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3572903/ERR3572903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3572903/ERR3572903_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572903/WTCHG_670347_248112.bam,,WTCHG_670347_248112,DID-DW-250-WIN
PRJEB34634,SAMEA5989477,ERX3571142,ERR3572904,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3572904/ERR3572904_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3572904/ERR3572904_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572904/WTCHG_670346_248112.bam,,WTCHG_670346_248112,DID-DW-250-WIN
PRJEB34634,SAMEA5989477,ERX3571143,ERR3572905,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3572905/ERR3572905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3572905/ERR3572905_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572905/WTCHG_670345_248112.bam,,WTCHG_670345_248112,DID-DW-250-WIN
PRJEB34634,SAMEA5989477,ERX3571144,ERR3572906,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3572906/ERR3572906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3572906/ERR3572906_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572906/WTCHG_670348_248112.bam,,WTCHG_670348_248112,DID-DW-250-WIN
PRJEB34634,SAMEA5989477,ERX3571145,ERR3572907,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3572907/ERR3572907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3572907/ERR3572907_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3572907/WTCHG_670349_248112.bam,,WTCHG_670349_248112,DID-DW-250-WIN
