run_accession,analysis_accession,sample_accession,study_accession,analysis_type,tax_id,scientific_name,submitted_ftp,study_accession,experiment_accession,fastq_ftp,submitted_ftp,sra_ftp,bam_match,samplename
ERR3573576,ERZ2271845,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2271845/ERR3573576.fasta.gz,PRJEB34634,ERX3571814,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3573576/ERR3573576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3573576/ERR3573576_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573576/WTCHG_664453_256111.bam,,WTCHG_664453_256111,WAN-UP-100-AUT
ERR3573577,ERZ2272414,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272414/ERR3573577.fasta.gz,PRJEB34634,ERX3571815,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3573577/ERR3573577_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3573577/ERR3573577_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573577/WTCHG_670344_266181.bam,,WTCHG_670344_266181,WAN-UP-100-SUM
ERR3573578,ERZ2272152,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272152/ERR3573578.fasta.gz,PRJEB34634,ERX3571816,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3573578/ERR3573578_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3573578/ERR3573578_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573578/WTCHG_670349_266181.bam,,WTCHG_670349_266181,WAN-UP-100-SUM
ERR3573579,ERZ2272610,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272610/ERR3573579.fasta.gz,PRJEB34634,ERX3571817,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3573579/ERR3573579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3573579/ERR3573579_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573579/WTCHG_670345_266181.bam,,WTCHG_670345_266181,WAN-UP-100-SUM
ERR3573580,ERZ2272664,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272664/ERR3573580.fasta.gz,PRJEB34634,ERX3571818,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3573580/ERR3573580_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3573580/ERR3573580_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573580/WTCHG_670346_266181.bam,,WTCHG_670346_266181,WAN-UP-100-SUM
ERR3573581,ERZ2272825,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272825/ERR3573581.fasta.gz,PRJEB34634,ERX3571819,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3573581/ERR3573581_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3573581/ERR3573581_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573581/WTCHG_670347_266181.bam,,WTCHG_670347_266181,WAN-UP-100-SUM
ERR3573582,ERZ2271800,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2271800/ERR3573582.fasta.gz,PRJEB34634,ERX3571820,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3573582/ERR3573582_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3573582/ERR3573582_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573582/WTCHG_670348_266181.bam,,WTCHG_670348_266181,WAN-UP-100-SUM
ERR3573583,ERZ2272334,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272334/ERR3573583.fasta.gz,PRJEB34634,ERX3571821,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3573583/ERR3573583_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3573583/ERR3573583_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573583/WTCHG_664453_266181.bam,,WTCHG_664453_266181,WAN-UP-100-SUM
ERR3573584,ERZ2271826,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2271826/ERR3573584.fasta.gz,PRJEB34634,ERX3571822,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3573584/ERR3573584_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3573584/ERR3573584_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573584/WTCHG_670348_261146.bam,,WTCHG_670348_261146,WAN-UP-100-WIN
ERR3573585,ERZ2272639,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272639/ERR3573585.fasta.gz,PRJEB34634,ERX3571823,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3573585/ERR3573585_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3573585/ERR3573585_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573585/WTCHG_670345_261146.bam,,WTCHG_670345_261146,WAN-UP-100-WIN
ERR3573586,ERZ2270389,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2270389/ERR3573586.fasta.gz,PRJEB34634,ERX3571824,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3573586/ERR3573586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3573586/ERR3573586_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573586/WTCHG_670349_261146.bam,,WTCHG_670349_261146,WAN-UP-100-WIN
ERR3573587,ERZ2271527,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2271527/ERR3573587.fasta.gz,PRJEB34634,ERX3571825,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3573587/ERR3573587_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3573587/ERR3573587_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573587/WTCHG_670346_261146.bam,,WTCHG_670346_261146,WAN-UP-100-WIN
ERR3573588,ERZ2227420,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ222/ERZ2227420/ERR3573588.fasta.gz,PRJEB34634,ERX3571826,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3573588/ERR3573588_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3573588/ERR3573588_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573588/WTCHG_670347_261146.bam,,WTCHG_670347_261146,WAN-UP-100-WIN
ERR3573589,ERZ2270333,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2270333/ERR3573589.fasta.gz,PRJEB34634,ERX3571827,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3573589/ERR3573589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3573589/ERR3573589_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573589/WTCHG_670344_261146.bam,,WTCHG_670344_261146,WAN-UP-100-WIN
ERR3573590,ERZ2272697,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272697/ERR3573590.fasta.gz,PRJEB34634,ERX3571828,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3573590/ERR3573590_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3573590/ERR3573590_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573590/WTCHG_664453_261146.bam,,WTCHG_664453_261146,WAN-UP-100-WIN
ERR3573591,ERZ2271541,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2271541/ERR3573591.fasta.gz,PRJEB34634,ERX3571829,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3573591/ERR3573591_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3573591/ERR3573591_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573591/WTCHG_550636_293153.bam,,WTCHG_550636_293153,WAT-DW-100-AUT
ERR3573592,ERZ2272686,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272686/ERR3573592.fasta.gz,PRJEB34634,ERX3571830,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3573592/ERR3573592_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3573592/ERR3573592_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573592/WTCHG_551514_293153.bam,,WTCHG_551514_293153,WAT-DW-100-AUT
ERR3573593,ERZ2272381,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272381/ERR3573593.fasta.gz,PRJEB34634,ERX3571831,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3573593/ERR3573593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3573593/ERR3573593_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573593/WTCHG_551515_293153.bam,,WTCHG_551515_293153,WAT-DW-100-AUT
ERR3573594,ERZ2271904,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2271904/ERR3573594.fasta.gz,PRJEB34634,ERX3571832,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3573594/ERR3573594_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3573594/ERR3573594_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573594/WTCHG_554367_293153.bam,,WTCHG_554367_293153,WAT-DW-100-AUT
ERR3573595,ERZ2272205,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272205/ERR3573595.fasta.gz,PRJEB34634,ERX3571833,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3573595/ERR3573595_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3573595/ERR3573595_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573595/WTCHG_554366_293153.bam,,WTCHG_554366_293153,WAT-DW-100-AUT
ERR3573596,ERZ2272600,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272600/ERR3573596.fasta.gz,PRJEB34634,ERX3571834,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3573596/ERR3573596_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3573596/ERR3573596_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573596/WTCHG_555214_293153.bam,,WTCHG_555214_293153,WAT-DW-100-AUT
ERR3573597,ERZ2270834,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2270834/ERR3573597.fasta.gz,PRJEB34634,ERX3571835,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3573597/ERR3573597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3573597/ERR3573597_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573597/WTCHG_555216_293153.bam,,WTCHG_555216_293153,WAT-DW-100-AUT
ERR3573598,ERZ2272769,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272769/ERR3573598.fasta.gz,PRJEB34634,ERX3571836,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3573598/ERR3573598_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3573598/ERR3573598_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573598/WTCHG_555215_293153.bam,,WTCHG_555215_293153,WAT-DW-100-AUT
ERR3573599,ERZ2272754,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272754/ERR3573599.fasta.gz,PRJEB34634,ERX3571837,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3573599/ERR3573599_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3573599/ERR3573599_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573599/WTCHG_555221_293153.bam,,WTCHG_555221_293153,WAT-DW-100-AUT
ERR3573600,ERZ2272531,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272531/ERR3573600.fasta.gz,PRJEB34634,ERX3571838,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3573600/ERR3573600_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3573600/ERR3573600_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573600/WTCHG_555218_293153.bam,,WTCHG_555218_293153,WAT-DW-100-AUT
ERR3573601,ERZ2272677,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272677/ERR3573601.fasta.gz,PRJEB34634,ERX3571839,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3573601/ERR3573601_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3573601/ERR3573601_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573601/WTCHG_555220_293153.bam,,WTCHG_555220_293153,WAT-DW-100-AUT
ERR3573602,ERZ2270623,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2270623/ERR3573602.fasta.gz,PRJEB34634,ERX3571840,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3573602/ERR3573602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3573602/ERR3573602_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573602/WTCHG_555219_293153.bam,,WTCHG_555219_293153,WAT-DW-100-AUT
ERR3573603,ERZ2270536,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2270536/ERR3573603.fasta.gz,PRJEB34634,ERX3571841,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3573603/ERR3573603_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3573603/ERR3573603_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573603/WTCHG_555217_293153.bam,,WTCHG_555217_293153,WAT-DW-100-AUT
ERR3573604,ERZ2271778,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2271778/ERR3573604.fasta.gz,PRJEB34634,ERX3571842,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3573604/ERR3573604_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3573604/ERR3573604_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573604/WTCHG_559243_293153.bam,,WTCHG_559243_293153,WAT-DW-100-AUT
ERR3573605,ERZ2272149,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272149/ERR3573605.fasta.gz,PRJEB34634,ERX3571843,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3573605/ERR3573605_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3573605/ERR3573605_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573605/WTCHG_559240_293153.bam,,WTCHG_559240_293153,WAT-DW-100-AUT
ERR3573606,ERZ2227462,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ222/ERZ2227462/ERR3573606.fasta.gz,PRJEB34634,ERX3571844,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3573606/ERR3573606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3573606/ERR3573606_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573606/WTCHG_559244_293153.bam,,WTCHG_559244_293153,WAT-DW-100-AUT
ERR3573607,ERZ2271725,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2271725/ERR3573607.fasta.gz,PRJEB34634,ERX3571845,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3573607/ERR3573607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3573607/ERR3573607_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573607/WTCHG_559242_293153.bam,,WTCHG_559242_293153,WAT-DW-100-AUT
ERR3573608,ERZ2272136,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272136/ERR3573608.fasta.gz,PRJEB34634,ERX3571846,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3573608/ERR3573608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3573608/ERR3573608_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573608/WTCHG_559241_293153.bam,,WTCHG_559241_293153,WAT-DW-100-AUT
ERR3573609,ERZ2271989,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2271989/ERR3573609.fasta.gz,PRJEB34634,ERX3571847,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3573609/ERR3573609_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3573609/ERR3573609_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573609/WTCHG_550636_288188.bam,,WTCHG_550636_288188,WAT-DW-100-SUM
ERR3573610,ERZ2272321,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272321/ERR3573610.fasta.gz,PRJEB34634,ERX3571848,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3573610/ERR3573610_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3573610/ERR3573610_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573610/WTCHG_551514_288188.bam,,WTCHG_551514_288188,WAT-DW-100-SUM
ERR3573611,ERZ2272764,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272764/ERR3573611.fasta.gz,PRJEB34634,ERX3571849,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3573611/ERR3573611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3573611/ERR3573611_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573611/WTCHG_551515_288188.bam,,WTCHG_551515_288188,WAT-DW-100-SUM
ERR3573612,ERZ2272660,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272660/ERR3573612.fasta.gz,PRJEB34634,ERX3571850,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3573612/ERR3573612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3573612/ERR3573612_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573612/WTCHG_554366_288188.bam,,WTCHG_554366_288188,WAT-DW-100-SUM
ERR3573613,ERZ2270564,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2270564/ERR3573613.fasta.gz,PRJEB34634,ERX3571851,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3573613/ERR3573613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3573613/ERR3573613_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573613/WTCHG_554367_288188.bam,,WTCHG_554367_288188,WAT-DW-100-SUM
ERR3573614,ERZ2271772,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2271772/ERR3573614.fasta.gz,PRJEB34634,ERX3571852,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3573614/ERR3573614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3573614/ERR3573614_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573614/WTCHG_555217_288188.bam,,WTCHG_555217_288188,WAT-DW-100-SUM
ERR3573615,ERZ2271685,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2271685/ERR3573615.fasta.gz,PRJEB34634,ERX3571853,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3573615/ERR3573615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3573615/ERR3573615_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573615/WTCHG_555218_288188.bam,,WTCHG_555218_288188,WAT-DW-100-SUM
ERR3573616,ERZ2227084,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ222/ERZ2227084/ERR3573616.fasta.gz,PRJEB34634,ERX3571854,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3573616/ERR3573616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3573616/ERR3573616_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573616/WTCHG_555215_288188.bam,,WTCHG_555215_288188,WAT-DW-100-SUM
ERR3573617,ERZ2272096,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272096/ERR3573617.fasta.gz,PRJEB34634,ERX3571855,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3573617/ERR3573617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3573617/ERR3573617_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573617/WTCHG_555219_288188.bam,,WTCHG_555219_288188,WAT-DW-100-SUM
ERR3573618,ERZ2272076,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272076/ERR3573618.fasta.gz,PRJEB34634,ERX3571856,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3573618/ERR3573618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3573618/ERR3573618_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573618/WTCHG_555216_288188.bam,,WTCHG_555216_288188,WAT-DW-100-SUM
ERR3573619,ERZ2272147,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272147/ERR3573619.fasta.gz,PRJEB34634,ERX3571857,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3573619/ERR3573619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3573619/ERR3573619_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573619/WTCHG_555220_288188.bam,,WTCHG_555220_288188,WAT-DW-100-SUM
