run_accession,analysis_accession,sample_accession,study_accession,analysis_type,tax_id,scientific_name,submitted_ftp,study_accession,experiment_accession,fastq_ftp,submitted_ftp,sra_ftp,bam_match,samplename
ERR3573179,ERZ2272749,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272749/ERR3573179.fasta.gz,PRJEB34634,ERX3571417,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3573179/ERR3573179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3573179/ERR3573179_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573179/WTCHG_559241_259125.bam,,WTCHG_559241_259125,OXF-DW-250-SUM
ERR3573180,ERZ2271507,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2271507/ERR3573180.fasta.gz,PRJEB34634,ERX3571418,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3573180/ERR3573180_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3573180/ERR3573180_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573180/WTCHG_559243_259125.bam,,WTCHG_559243_259125,OXF-DW-250-SUM
ERR3573181,ERZ2270873,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2270873/ERR3573181.fasta.gz,PRJEB34634,ERX3571419,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3573181/ERR3573181_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3573181/ERR3573181_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573181/WTCHG_559240_259125.bam,,WTCHG_559240_259125,OXF-DW-250-SUM
ERR3573182,ERZ2272507,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272507/ERR3573182.fasta.gz,PRJEB34634,ERX3571420,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3573182/ERR3573182_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3573182/ERR3573182_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573182/WTCHG_559242_259125.bam,,WTCHG_559242_259125,OXF-DW-250-SUM
ERR3573183,ERZ2272329,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272329/ERR3573183.fasta.gz,PRJEB34634,ERX3571421,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3573183/ERR3573183_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3573183/ERR3573183_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573183/WTCHG_559244_259125.bam,,WTCHG_559244_259125,OXF-DW-250-SUM
ERR3573184,ERZ2272767,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272767/ERR3573184.fasta.gz,PRJEB34634,ERX3571422,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3573184/ERR3573184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3573184/ERR3573184_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573184/WTCHG_550636_269150.bam,,WTCHG_550636_269150,OXF-DW-250-WIN
ERR3573185,ERZ2227375,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ222/ERZ2227375/ERR3573185.fasta.gz,PRJEB34634,ERX3571423,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3573185/ERR3573185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3573185/ERR3573185_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573185/WTCHG_551514_269150.bam,,WTCHG_551514_269150,OXF-DW-250-WIN
ERR3573186,ERZ2272011,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272011/ERR3573186.fasta.gz,PRJEB34634,ERX3571424,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3573186/ERR3573186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3573186/ERR3573186_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573186/WTCHG_551515_269150.bam,,WTCHG_551515_269150,OXF-DW-250-WIN
ERR3573187,ERZ2271518,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2271518/ERR3573187.fasta.gz,PRJEB34634,ERX3571425,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3573187/ERR3573187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3573187/ERR3573187_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573187/WTCHG_554367_269150.bam,,WTCHG_554367_269150,OXF-DW-250-WIN
ERR3573188,ERZ2271825,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2271825/ERR3573188.fasta.gz,PRJEB34634,ERX3571426,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3573188/ERR3573188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3573188/ERR3573188_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573188/WTCHG_554366_269150.bam,,WTCHG_554366_269150,OXF-DW-250-WIN
ERR3573189,ERZ2272045,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272045/ERR3573189.fasta.gz,PRJEB34634,ERX3571427,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3573189/ERR3573189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3573189/ERR3573189_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573189/WTCHG_555217_269150.bam,,WTCHG_555217_269150,OXF-DW-250-WIN
ERR3573190,ERZ2227461,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ222/ERZ2227461/ERR3573190.fasta.gz,PRJEB34634,ERX3571428,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3573190/ERR3573190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3573190/ERR3573190_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573190/WTCHG_555220_269150.bam,,WTCHG_555220_269150,OXF-DW-250-WIN
ERR3573191,ERZ2272168,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272168/ERR3573191.fasta.gz,PRJEB34634,ERX3571429,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3573191/ERR3573191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3573191/ERR3573191_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573191/WTCHG_555221_269150.bam,,WTCHG_555221_269150,OXF-DW-250-WIN
ERR3573192,ERZ2272273,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272273/ERR3573192.fasta.gz,PRJEB34634,ERX3571430,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3573192/ERR3573192_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3573192/ERR3573192_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573192/WTCHG_555218_269150.bam,,WTCHG_555218_269150,OXF-DW-250-WIN
ERR3573193,ERZ2271870,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2271870/ERR3573193.fasta.gz,PRJEB34634,ERX3571431,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3573193/ERR3573193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3573193/ERR3573193_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573193/WTCHG_555219_269150.bam,,WTCHG_555219_269150,OXF-DW-250-WIN
ERR3573194,ERZ2226799,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ222/ERZ2226799/ERR3573194.fasta.gz,PRJEB34634,ERX3571432,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3573194/ERR3573194_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3573194/ERR3573194_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573194/WTCHG_555214_269150.bam,,WTCHG_555214_269150,OXF-DW-250-WIN
ERR3573195,ERZ2272158,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272158/ERR3573195.fasta.gz,PRJEB34634,ERX3571433,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3573195/ERR3573195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3573195/ERR3573195_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573195/WTCHG_555216_269150.bam,,WTCHG_555216_269150,OXF-DW-250-WIN
ERR3573196,ERZ2271929,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2271929/ERR3573196.fasta.gz,PRJEB34634,ERX3571434,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3573196/ERR3573196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3573196/ERR3573196_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573196/WTCHG_555215_269150.bam,,WTCHG_555215_269150,OXF-DW-250-WIN
ERR3573197,ERZ2270901,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2270901/ERR3573197.fasta.gz,PRJEB34634,ERX3571435,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3573197/ERR3573197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3573197/ERR3573197_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573197/WTCHG_559244_269150.bam,,WTCHG_559244_269150,OXF-DW-250-WIN
ERR3573198,ERZ2271557,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2271557/ERR3573198.fasta.gz,PRJEB34634,ERX3571436,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3573198/ERR3573198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3573198/ERR3573198_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573198/WTCHG_559240_269150.bam,,WTCHG_559240_269150,OXF-DW-250-WIN
ERR3573199,ERZ2272107,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272107/ERR3573199.fasta.gz,PRJEB34634,ERX3571437,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3573199/ERR3573199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3573199/ERR3573199_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573199/WTCHG_559241_269150.bam,,WTCHG_559241_269150,OXF-DW-250-WIN
ERR3573200,ERZ2271986,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2271986/ERR3573200.fasta.gz,PRJEB34634,ERX3571438,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3573200/ERR3573200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3573200/ERR3573200_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573200/WTCHG_559243_269150.bam,,WTCHG_559243_269150,OXF-DW-250-WIN
ERR3573201,ERZ2226874,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ222/ERZ2226874/ERR3573201.fasta.gz,PRJEB34634,ERX3571439,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3573201/ERR3573201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3573201/ERR3573201_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573201/WTCHG_559242_269150.bam,,WTCHG_559242_269150,OXF-DW-250-WIN
ERR3573202,ERZ2271801,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2271801/ERR3573202.fasta.gz,PRJEB34634,ERX3571440,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3573202/ERR3573202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3573202/ERR3573202_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573202/WTCHG_550636_265102.bam,,WTCHG_550636_265102,OXF-DW-500-AUT
ERR3573203,ERZ2271950,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2271950/ERR3573203.fasta.gz,PRJEB34634,ERX3571441,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3573203/ERR3573203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3573203/ERR3573203_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573203/WTCHG_551515_265102.bam,,WTCHG_551515_265102,OXF-DW-500-AUT
ERR3573204,ERZ2270288,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2270288/ERR3573204.fasta.gz,PRJEB34634,ERX3571442,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3573204/ERR3573204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3573204/ERR3573204_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573204/WTCHG_551514_265102.bam,,WTCHG_551514_265102,OXF-DW-500-AUT
ERR3573205,ERZ2271999,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2271999/ERR3573205.fasta.gz,PRJEB34634,ERX3571443,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3573205/ERR3573205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3573205/ERR3573205_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573205/WTCHG_554366_265102.bam,,WTCHG_554366_265102,OXF-DW-500-AUT
ERR3573206,ERZ2271974,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2271974/ERR3573206.fasta.gz,PRJEB34634,ERX3571444,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3573206/ERR3573206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3573206/ERR3573206_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573206/WTCHG_554367_265102.bam,,WTCHG_554367_265102,OXF-DW-500-AUT
ERR3573207,ERZ2272244,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272244/ERR3573207.fasta.gz,PRJEB34634,ERX3571445,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3573207/ERR3573207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3573207/ERR3573207_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573207/WTCHG_555215_265102.bam,,WTCHG_555215_265102,OXF-DW-500-AUT
ERR3573208,ERZ2271617,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2271617/ERR3573208.fasta.gz,PRJEB34634,ERX3571446,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3573208/ERR3573208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3573208/ERR3573208_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573208/WTCHG_555219_265102.bam,,WTCHG_555219_265102,OXF-DW-500-AUT
ERR3573209,ERZ2272081,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272081/ERR3573209.fasta.gz,PRJEB34634,ERX3571447,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3573209/ERR3573209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3573209/ERR3573209_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573209/WTCHG_555221_265102.bam,,WTCHG_555221_265102,OXF-DW-500-AUT
ERR3573210,ERZ2227129,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ222/ERZ2227129/ERR3573210.fasta.gz,PRJEB34634,ERX3571448,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3573210/ERR3573210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3573210/ERR3573210_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573210/WTCHG_555216_265102.bam,,WTCHG_555216_265102,OXF-DW-500-AUT
ERR3573211,ERZ2270635,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2270635/ERR3573211.fasta.gz,PRJEB34634,ERX3571449,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3573211/ERR3573211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3573211/ERR3573211_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573211/WTCHG_555214_265102.bam,,WTCHG_555214_265102,OXF-DW-500-AUT
ERR3573212,ERZ2270820,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2270820/ERR3573212.fasta.gz,PRJEB34634,ERX3571450,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3573212/ERR3573212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3573212/ERR3573212_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573212/WTCHG_555218_265102.bam,,WTCHG_555218_265102,OXF-DW-500-AUT
ERR3573213,ERZ2272212,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272212/ERR3573213.fasta.gz,PRJEB34634,ERX3571451,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3573213/ERR3573213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3573213/ERR3573213_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573213/WTCHG_555220_265102.bam,,WTCHG_555220_265102,OXF-DW-500-AUT
ERR3573214,ERZ2272314,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272314/ERR3573214.fasta.gz,PRJEB34634,ERX3571452,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3573214/ERR3573214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3573214/ERR3573214_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573214/WTCHG_555217_265102.bam,,WTCHG_555217_265102,OXF-DW-500-AUT
ERR3573215,ERZ2272015,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272015/ERR3573215.fasta.gz,PRJEB34634,ERX3571453,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3573215/ERR3573215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3573215/ERR3573215_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573215/WTCHG_559243_265102.bam,,WTCHG_559243_265102,OXF-DW-500-AUT
ERR3573216,ERZ2227350,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ222/ERZ2227350/ERR3573216.fasta.gz,PRJEB34634,ERX3571454,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3573216/ERR3573216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3573216/ERR3573216_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573216/WTCHG_559242_265102.bam,,WTCHG_559242_265102,OXF-DW-500-AUT
ERR3573217,ERZ2270596,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2270596/ERR3573217.fasta.gz,PRJEB34634,ERX3571455,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3573217/ERR3573217_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3573217/ERR3573217_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573217/WTCHG_559241_265102.bam,,WTCHG_559241_265102,OXF-DW-500-AUT
ERR3573218,ERZ2271023,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2271023/ERR3573218.fasta.gz,PRJEB34634,ERX3571456,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3573218/ERR3573218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3573218/ERR3573218_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573218/WTCHG_559244_265102.bam,,WTCHG_559244_265102,OXF-DW-500-AUT
ERR3573219,ERZ2271453,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2271453/ERR3573219.fasta.gz,PRJEB34634,ERX3571457,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3573219/ERR3573219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3573219/ERR3573219_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573219/WTCHG_559240_265102.bam,,WTCHG_559240_265102,OXF-DW-500-AUT
ERR3573220,ERZ2271650,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2271650/ERR3573220.fasta.gz,PRJEB34634,ERX3571458,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3573220/ERR3573220_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3573220/ERR3573220_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573220/WTCHG_550636_260137.bam,,WTCHG_550636_260137,OXF-DW-500-SUM
ERR3573221,ERZ2271615,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2271615/ERR3573221.fasta.gz,PRJEB34634,ERX3571459,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3573221/ERR3573221_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3573221/ERR3573221_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573221/WTCHG_551515_260137.bam,,WTCHG_551515_260137,OXF-DW-500-SUM
ERR3573222,ERZ2272340,SAMEA5989477,PRJEB45055,SEQUENCE_ASSEMBLY,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/ERZ227/ERZ2272340/ERR3573222.fasta.gz,PRJEB34634,ERX3571460,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3573222/ERR3573222_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3573222/ERR3573222_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3573222/WTCHG_551514_260137.bam,,WTCHG_551514_260137,OXF-DW-500-SUM
